Business Name,Address,City,State,ZIP Code,Phone,Website,Detected Category,Rating,Reviews,Search Term,Map Rank,Search Source,Image URL,Sponsored?,Google Maps URL,Latitude,Longitude
Exquisite Dentistry,6227 Wilshire Blvd,Los Angeles,CA,90048,(323) 272-2388,https://exquisitedentistryla.com/,Dentist,4.9,226,Dentists near los angeles,28,Google Maps,https://lh3.googleusercontent.com/p/AF1QipMI3oeYWdvLgdDInmLT9PXgAlx6TtQsTSeeDddK=w32-h32-p-k-no,false,https://www.google.com/maps/place/Exquisite+Dentistry/data=!4m7!3m6!1s0x80c2b939533a7f81:0x48fa33feba5e34c8!8m2!3d34.063473!4d-118.36423!16s%2Fg%2F1tlw9b9h!19sChIJgX86Uzm5woARyDReuv4z-kg?authuser=0&hl=en&rclk=1,,
Joshua Yadegar | Endodontist & 24 hour Emergency Dentist Los Angeles,2080 Century Pk E #1710,Los Angeles,CA,90067,(310) 553-3232,https://drjoshuayadegar.com/,Endodontist,4.9,262,Dentists near los angeles,29,Google Maps,https://lh3.googleusercontent.com/p/AF1QipMQvhKhXO2rm4i4EoB8fyyapVCwlDmi54CZrOYc=w32-h32-p-k-no,false,"https://www.google.com/maps/place/Joshua+Yadegar+%7C+Endodontist+%26+24+hour+Emergency+Dentist+Los+Angeles/@34.0593428,-118.4112215,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2bbf7fc46106f:0xd5e92f16a5448e8f!8m2!3d34.0593428!4d-118.4112215!16s%2Fg%2F11b75jbdh4?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTIwOC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",34.0593428,-118.4112215
Hoover Dental Center,1717 S Hoover St suite 105,Los Angeles,CA,90006,(213) 725-2898,https://www.hooverdentalcenter.com/,Dentist,4.9,343,Dentists near los angeles,30,Google Maps,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz1GS41hFAEdUzuiY-RScQH0kOy5cZYC0DJYZyre-fReQQXstXKh1LY0zfkv9dD48lge7gBC6nBAEDV8i4mn5EVKohgnQXZmtxGEMXEQATeSVadQNRFsHpWCOQJTb_2sC8EFDjV-A=w32-h32-p-k-no,false,"https://www.google.com/maps/place/Hoover+Dental+Center/@34.0422558,-118.2845915,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2c793d4268825:0xdf5cc8132e26e8f6!8m2!3d34.0422558!4d-118.2845915!16s%2Fg%2F1tcvpjrj?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTIwOC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",34.0422558,-118.2845915
Joeun Dental Group - Koreatown,680 Wilshire Pl # 314,Los Angeles,CA,90005,(213) 263-2833,https://joeundentist.com/,Dentist,4.8,193,Dentists near los angeles,31,Google Maps,https://lh3.googleusercontent.com/p/AF1QipM2KN8gEGxxA4-v8YDXTuWQ10ItEQLTbqUArqrt=w32-h32-p-k-no,false,"https://www.google.com/maps/place/Joeun+Dental+Group+-+Koreatown/@34.0605827,-118.2874521,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2c777615b91e9:0x3c004b1d2cece3b0!8m2!3d34.0605827!4d-118.2874521!16s%2Fg%2F11fzf4ckmg?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTIwOC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",34.0605827,-118.2874521
Dental Emergency Los Angeles Dr. King,3791 S Centinela Ave,Los Angeles,CA,90066,(424) 645-2706,https://emergencydentist.la/,Emergency dental service,4.4,120,Dentists near los angeles,32,Google Maps,https://lh3.googleusercontent.com/p/AF1QipPKQSs7cn1HFl1mautZg1GODQqidHByNzOSlg0D=w32-h32-p-k-no,false,"https://www.google.com/maps/place/Dental+Emergency+Los+Angeles+Dr.+King/@34.0040865,-118.4341994,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2ba5ea42479ff:0x70ba61b41c75a277!8m2!3d34.0040865!4d-118.4341994!16s%2Fg%2F1pzx8z735?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTIwOC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",34.0040865,-118.4341994
Mid Wilshire Dentistry,3470 Wilshire Blvd #450,Los Angeles,CA,90010,(213) 386-3348,https://midwilshiredentistry.com/,Dentist,4.7,530,Dentists near los angeles,33,Google Maps,https://lh3.googleusercontent.com/p/AF1QipPePH2o7xgFDOE8h7c1AC_IeYus64W7E71VyVLV=w32-h32-p-k-no,false,"https://www.google.com/maps/place/Mid+Wilshire+Dentistry/@34.0614986,-118.3002313,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2b8827d25aa91:0x17e8ffde2ac6fa31!8m2!3d34.0614986!4d-118.3002313!16s%2Fg%2F1tf65r87?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTIwOC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",34.0614986,-118.3002313
Dentistry & Orthodontics,9201 Venice Blvd.,Los Angeles,CA,90034,(310) 398-6161,,Dentist,4.8,206,Dentists near los angeles,34,Google Maps,https://lh3.googleusercontent.com/p/AF1QipPWa2gwk0BjMdpPwwwiAziVSX67LfnG864YGjS4=w32-h32-p-k-no,false,"https://www.google.com/maps/place/Dentistry+%26+Orthodontics/@34.026724,-118.393855,16z/data=!3m1!4b1!4m6!3m5!1s0x80c2bb7e60f10409:0x16b9c7ab02a9b074!8m2!3d34.026724!4d-118.393855!16s%2Fg%2F11jmysm5xd?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTIwOC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",34.026724,-118.393855
River Dentistry,Westin Bonaventure Hotel,"404 S Figueroa St Suite 207, Los Angeles",CA,90071,(213) 486-0006,https://riverdentistry.com/,Dentist,4.8,124,Dentists near los angeles,35,Google Maps,https://lh3.googleusercontent.com/p/AF1QipNQ330tlRimQkj-pO459BljqreBkB2tmg2XCvqX=w32-h32-p-k-no,false,"https://www.google.com/maps/place/River+Dentistry/@34.0530993,-118.2558635,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2c7b258e0e995:0x7765528fb7f37709!8m2!3d34.0530993!4d-118.2558635!16s%2Fg%2F1hm61blr8?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTIwOC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",34.0530993,-118.2558635
"George D. Lim, DMD Inc. Dentistry & Orthodontics",11725 Washington Blvd,Los Angeles,CA,90066,(310) 391-7173,http://www.georgelimdental.com/,Dentist,4.7,169,Dentists near los angeles,36,Google Maps,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzpQJ_7psfiKwufIUjwQlsx-P40UrrHmC42BIjkWzFx_O7V7f6hbLjpgust4IY2XRK7BKRrd-gOPJHFpD969dvW12By8K7YyQF6BawnCD0zS8TQHcFL6gwflMc62YGZWMVY08dX=w32-h32-p-k-no,false,"https://www.google.com/maps/place/George+D.+Lim,+DMD+Inc.+Dentistry+%26+Orthodontics/@33.9997468,-118.4184849,16z/data=!3m1!4b1!4m6!3m5!1s0x80c2ba6b728ef0bd:0x342de1d32826fafb!8m2!3d33.9997468!4d-118.4184849!16s%2Fg%2F1thw6_dm?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTIwOC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",33.9997468,-118.4184849
Santa Monica Dental Care,12209 Santa Monica Blvd,Los Angeles,CA,90025,(310) 820-5600,http://smdentalcare.com/,Dentist,4.8,155,Dentists near los angeles,37,Google Maps,https://lh3.googleusercontent.com/p/AF1QipMNkJDoh0kT36Zg8OQjIGAMCSFLnabwfCvKFKXR=w32-h32-p-k-no,false,"https://www.google.com/maps/place/Santa+Monica+Dental+Care/@34.0402831,-118.4650912,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2bb42698e964b:0xa0e20f76d0ffc637!8m2!3d34.0402831!4d-118.4650912!16s%2Fg%2F1th7ylw_?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTIwOC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",34.0402831,-118.4650912
Westwood Family Dental,2180 Westwood Blvd #2d,Los Angeles,CA,90025,(310) 441-8888,http://westwoodfamilydental.com/,Dentist,4.7,171,Dentists near los angeles,38,Google Maps,https://lh3.googleusercontent.com/p/AF1QipNJX4-ih7fSRpUBh0G8Dk1oGB9It4MJU2eA5VRH=w32-h32-p-k-no,false,"https://www.google.com/maps/place/Westwood+Family+Dental/@34.0443218,-118.4316515,16z/data=!3m1!4b1!4m6!3m5!1s0x80c2bb991a6dafcb:0xc0702c4d96005270!8m2!3d34.0443218!4d-118.4316515!16s%2Fg%2F1tj807bt?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTIwOC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",34.0443218,-118.4316515
La Cienega Dental Group,1835 S La Cienega Blvd # 200,Los Angeles,CA,90035,(310) 836-0300,,Dentist,4.6,43,Dentists near los angeles,39,Google Maps,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyjQ7Lj238edwCPV9H7N8lYSeJCfPXTAry4ZyCHhHWHMV4oKmJC4TDeucB2u9cB5eJvxJRreNd7QBfDRkC1f0ulcghe1syh2pQ3fXWAqI7jT6mRhSGL1j7Z204Fru6DPYTaGz0=w32-h32-p-k-no,false,"https://www.google.com/maps/place/La+Cienega+Dental+Group/@34.043485,-118.379316,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2b9703ba73529:0xe25a3c89eaaa3501!8m2!3d34.043485!4d-118.379316!16s%2Fg%2F1tj5ldym?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTIwOC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",34.043485,-118.379316
Smile Design Dental,8530 W Pico Blvd,Los Angeles,CA,90035,(310) 499-2549,https://www.smiledesignlosangeles.com/,Cosmetic dentist,4.9,154,Dentists near los angeles,40,Google Maps,https://lh3.googleusercontent.com/p/AF1QipMd5rcziB4zDYGtuo_47eGL8U8AmWGygu1ih96-=w32-h32-p-k-no,false,"https://www.google.com/maps/place/Smile+Design+Dental/@34.0532853,-118.376982,16z/data=!3m1!4b1!4m6!3m5!1s0x80c2b969913aea8b:0xcf81380cea05f0c3!8m2!3d34.0532853!4d-118.376982!16s%2Fg%2F1td13js9?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTIwOC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",34.0532853,-118.376982
Total Care Dental and Orthodontics | Los Angeles,5703 Vermont Ave,Los Angeles,CA,90037,(323) 751-5600,https://tcdortho.com/,Dental clinic,4.5,1242,Dentists near los angeles,41,Google Maps,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx-8wgZUZcDPQbAL19NGcPzPnfm-3MEy98nm545yVXpoPRsjd6o-bvhLpkMLuKvp8JbCU7pu-UDLSJKfC0Me1Xw3EjBavMbvz3nHLG-BdfrquoabDvlGFbDMfRbUskj7FP5xiRi=w32-h32-p-k-no,false,"https://www.google.com/maps/place/Total+Care+Dental+and+Orthodontics+%7C+Los+Angeles/@33.9902703,-118.2916431,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2c823913c4fb3:0x4459f5d8d88fcad!8m2!3d33.9902703!4d-118.2916431!16s%2Fg%2F1v2kxq5w?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTIwOC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",33.9902703,-118.2916431
e-Dental Center,3456 Motor Ave #105,Los Angeles,CA,90034,(424) 258-6018,http://www.e-dentalcenter.com/,Dentist,4.7,127,Dentists near los angeles,42,Google Maps,https://lh3.googleusercontent.com/p/AF1QipPNNmQPVcScTFUDdErmWRvi0s0Bk3VWSQ0MALSo=w32-h32-p-k-no,false,"https://www.google.com/maps/place/e-Dental+Center/@34.0267007,-118.4084856,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2ba33332f4f97:0x9cd5b8cd3a67144f!8m2!3d34.0267007!4d-118.4084856!16s%2Fg%2F11bccf8trm?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTIwOC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",34.0267007,-118.4084856
Personal Dental Office & Orthodontics,6222 Wilshire Blvd #103,Los Angeles,CA,90048,(323) 933-4444,http://www.personaldentaloffice.com/,Dentist,4.7,248,Dentists near los angeles,44,Google Maps,https://lh3.googleusercontent.com/p/AF1QipPbLBkGXTQGHBVViF9Fq4a78MJ3axENkKMTOUH2=w32-h32-p-k-no,true,"https://www.google.com/maps/place/Personal+Dental+Office+%26+Orthodontics/@34.0630322,-118.3643933,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2b93ea93a3405:0x95fbfa8bbc3075b5!8m2!3d34.0630322!4d-118.3643933!16s%2Fg%2F1tt0rc_3?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTIwOC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",34.0630322,-118.3643933
Culver Marina Dental Group,12756 Washington Blvd,Los Angeles,CA,90066,(310) 945-2416,https://theculvermarinadentalgroup.com/,Dentist,4.9,277,Dentists near los angeles,45,Google Maps,https://lh3.googleusercontent.com/p/AF1QipO3r4AszzUTrkSCkHyZy13iqVM6s4KqJAcndp6V=w32-h32-p-k-no,false,"https://www.google.com/maps/place/Culver+Marina+Dental+Group/@33.9959595,-118.4359193,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2ba6111b85a35:0x31e7090d90b9db40!8m2!3d33.9959595!4d-118.4359193!16s%2Fg%2F113gqn302?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTIwOC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",33.9959595,-118.4359193
Washington Dental | Los Angeles Dentist,1005 E Washington Blvd B,Los Angeles,CA,90021,(213) 765-0004,https://www.washington-dental.com/,Dentist,4.7,815,Dentists near los angeles,46,Google Maps,https://lh3.googleusercontent.com/p/AF1QipOSyD2pnMfVUtnzt-S3OP7dkETb6Ros5oS_HtQM=w32-h32-p-k-no,false,"https://www.google.com/maps/place/Washington+Dental+%7C+Los+Angeles+Dentist/@34.026031,-118.252873,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2c7d54a21c059:0xfb88c112b54a94eb!8m2!3d34.026031!4d-118.252873!16s%2Fg%2F1tj_5hxm?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTIwOC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",34.026031,-118.252873
One Dental Specialties,621 S Western Ave #201,Los Angeles,CA,90005,(213) 381-2828,http://www.onedentalspecialties.com/,Dentist,4.7,223,Dentists near los angeles,47,Google Maps,https://lh3.googleusercontent.com/p/AF1QipP_MGZCiOysactnfsjLV-D6DfPWmukrCSVc-yLH=w32-h32-p-k-no,false,"https://www.google.com/maps/place/One+Dental+Specialties/@34.0626743,-118.3092938,16z/data=!3m1!4b1!4m6!3m5!1s0x80c2b89ac12b193d:0x45d2fdc7e0225545!8m2!3d34.0626743!4d-118.3092938!16s%2Fg%2F11ycydxwy?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTIwOC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",34.0626743,-118.3092938
Union Dental Center: Family & Emergency Dentistry,1517 W 6th St,Los Angeles,CA,90017,(213) 463-2744,http://www.uniondentalcenter.co/?utm_campaign=gmb,Dentist,4.9,859,Dentists near los angeles,48,Google Maps,https://lh3.googleusercontent.com/p/AF1QipOYhDxnXomNByA7R-jCNhy7waxdlKzQGWQJTINc=w32-h32-p-k-no,false,"https://www.google.com/maps/place/Union+Dental+Center:+Family+%26+Emergency+Dentistry/@34.0569534,-118.2685546,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2c7a699166159:0xabde63d1799863e8!8m2!3d34.0569534!4d-118.2685546!16s%2Fg%2F1td5rjzl?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTIwOC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",34.0569534,-118.2685546
Super Kids Dental,2323 East 4th St,Los Angeles,CA,90033,(323) 980-9090,http://www.superkidsdental.net/,Pediatric dentist,4.9,1870,Dentists near los angeles,49,Google Maps,https://lh3.googleusercontent.com/p/AF1QipP74EVXh9Pxvn-DsBRK0OEYEM8UpJtRwy6zsZMq=w32-h32-p-k-no,false,"https://www.google.com/maps/place/Super+Kids+Dental/@34.0410984,-118.2118876,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2c6041e56b1d1:0xf123003505a42fff!8m2!3d34.0410984!4d-118.2118876!16s%2Fg%2F1ptwp_9cm?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTIwOC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",34.0410984,-118.2118876
"PhD Dental Boyle Heights Los Angeles MediCal Dentist Adults, Kids, Wisdom Teeth & Braces",3000 Whittier Blvd,Los Angeles,CA,90023,(323) 269-5437,https://www.phddental.com/?utm_source=organic&utm_medium=local&utm_campaign=gmbla,Dentist,4.8,1076,Dentists near los angeles,50,Google Maps,https://lh3.googleusercontent.com/p/AF1QipPJWGzRp8q8Ex0v8LHwyMbzHQMVkrN_5vAzR4zn=w32-h32-p-k-no,false,"https://www.google.com/maps/place/PhD+Dental+Boyle+Heights+Los+Angeles+MediCal+Dentist+Adults,+Kids,+Wisdom+Teeth+%26+Braces/@34.0304084,-118.2073073,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2c8aca20bb145:0xa6cd8d64e2f810e4!8m2!3d34.0304084!4d-118.2073073!16s%2Fg%2F1tqclh2l?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTIwOC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",34.0304084,-118.2073073
Angel Dental Group,3500 W 6th St Suite 208,Los Angeles,CA,90020,(213) 381-7770,,Dentist,4.8,121,Dentists near los angeles,51,Google Maps,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzYWZ8DsJE-mbKYngdPwOvT4tsyccj4ACF1-rttizP3LbBfMzF5F4RaydrWZF0oCkzKTbLh_2mjXizwNzrxUFSxnpuKS-uo08Kh3ZDLGmBGaIeCzpEZ1e75SSb7cxpnmPCSNyY=w32-h32-p-k-no,false,"https://www.google.com/maps/place/Angel+Dental+Group/@34.0631235,-118.2986129,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2c7796ee6d153:0x37d33c65935f80a9!8m2!3d34.0631235!4d-118.2986129!16s%2Fg%2F1tcw8fy_?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTIwOC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",34.0631235,-118.2986129
Dr. Joyce Family and Cosmetic Dentistry,1964 Westwood Blvd #215,Los Angeles,CA,90025,(310) 470-7200,http://www.drjoycedentistry.com/?utm_campaign=gbp,Dentist,4.8,208,Dentists near los angeles,52,Google Maps,https://lh3.googleusercontent.com/p/AF1QipO0-xxzEOF_RuijhRicmyVdzEezdII1nRGrYoLz=w32-h32-p-k-no,false,"https://www.google.com/maps/place/Dr.+Joyce+Family+and+Cosmetic+Dentistry/@34.0474398,-118.4344449,16z/data=!3m1!4b1!4m6!3m5!1s0x80c2bb9c717dfe13:0xbc156a1a1eabfe8e!8m2!3d34.0474398!4d-118.4344449!16s%2Fg%2F1vyxjpb7?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTIwOC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",34.0474398,-118.4344449
Miracle Smile Dentistry,5850 Wilshire Blvd,Los Angeles,CA,90036,(323) 932-7020,https://www.miraclesmiledentistry.com/,Dentist,4.8,272,Dentists near los angeles,53,Google Maps,https://lh3.googleusercontent.com/p/AF1QipOq_OgSOsZE-kcBu5zSimldJuDbIRpWvBTrPtU3=w32-h32-p-k-no,false,"https://www.google.com/maps/place/Miracle+Smile+Dentistry/@34.0622528,-118.3561773,16z/data=!3m1!4b1!4m6!3m5!1s0x80c2b922e619ea97:0x35d78f54ac041369!8m2!3d34.0622528!4d-118.3561773!16s%2Fg%2F1td_yw5y?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTIwOC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",34.0622528,-118.3561773
Fuller Smiles - Venice,9808 Venice Blvd. #506,Culver City,CA,90232,(310) 204-2475,https://dentistoflosangeles.com/,Dentist,4.8,606,Dentists near los angeles,54,Google Maps,https://lh3.googleusercontent.com/p/AF1QipOk6BHP_XZDV2xaiZXNqEJ5Eydd-2wH802S4BeN=w32-h32-p-k-no,false,"https://www.google.com/maps/place/Fuller+Smiles+-+Venice/@34.0234154,-118.3979021,16z/data=!3m1!4b1!4m6!3m5!1s0x80c2ba2945b13b0f:0xb6da5663ce6afa20!8m2!3d34.0234154!4d-118.3979021!16s%2Fg%2F11c5gb_42f?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTIwOC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",34.0234154,-118.3979021
Wilshire Center Dental Group,3932 Wilshire Blvd,Los Angeles,CA,90010,(213) 386-3336,http://wilshiredentist.com/,Dentist,4.5,551,Dentists near los angeles,55,Google Maps,https://lh3.googleusercontent.com/p/AF1QipMjlDTk4TunBNwtUk3GvMAI6_wP4yEvq-F9HWL0=w32-h32-p-k-no,false,"https://www.google.com/maps/place/Wilshire+Center+Dental+Group/@34.0611668,-118.3123678,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2b8901ed230bf:0x551edfdcc691a82b!8m2!3d34.0611668!4d-118.3123678!16s%2Fg%2F1tx479f1?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTIwOC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",34.0611668,-118.3123678
LA Dental Clinic,3377 Wilshire Blvd #202,Los Angeles,CA,90010,(213) 385-9710,https://ladentalclinic.com/,Dentist,4.7,491,Dentists near los angeles,56,Google Maps,https://lh3.googleusercontent.com/p/AF1QipNqRTnEj6ln4dZLHWJDVGJrk7gcwIi9ZUHIeY0G=w32-h32-p-k-no,false,"https://www.google.com/maps/place/LA+Dental+Clinic/@34.0619812,-118.2974853,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2c775c364b535:0xcb425147b3324e7!8m2!3d34.0619812!4d-118.2974853!16s%2Fg%2F1tfz0ct3?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTIwOC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",34.0619812,-118.2974853
